OBJECTID,SiteID,SiteName1,SiteName2,Region,SubRegion,Datum,Latitude,Longitude,SurveyYear,DateStart,DateFin,SpeciesID,NestPairs,Individuals,Eggs,LiveYoung,EmptyNests,Technique,ColSize,DataRef,ObserverID,LocDesc,GeorefPt,GazetteName,CorrespLoc,DataEntryPers,DateEntered,Notes
80,EM-100,Langtry Island,,Haida Gwaii,East Coast Moresby Island,NAD83,52.23111111,-131.0072222,2005,24/Jun/05,24/Jun/05,BLOY,4,,3,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,East of Ingraham Point at the southeast corner of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
81,EM-103,"""Koya Bay"" Islet",,Haida Gwaii,East Coast Moresby Island,NAD83,52.22388889,-131.0875,2005,24/Jun/05,24/Jun/05,BLOY,2,,1,2,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West side of Koya Bay, east of Kiju Point at mouth of Carpenter Bay",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Koya Bay West Islet 18'
82,EM-105,"""South Cove"" Islet",,Haida Gwaii,East Coast Moresby Island,NAD83,52.2275,-131.1238889,2005,24/Jun/05,24/Jun/05,BLOY,1,,0,3,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West Islet in Northwest corner of South Cove, east of Hancock Point in Carpenter Bay",,No,None,williamsr,2008-05-29,SiteName1 - Source Document 'Carpenter Bay West Islet South Cove'
83,EM-107.02,"""Carpenter"" Islets - SE Rock Islet 180",,Haida Gwaii,East Coast Moresby Island,NAD83,52.226776,-131.172012,2005,24/Jun/05,24/Jun/05,BLOY,1,,0,2,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"""Carpenter"" Islets - Cluster of about 10 islets at head of Carpenter Bay. ""SE Rock Islet 180"" - islet along south side, west of Hanock Point",,No,None,williamsr,2008-05-29,
84,EM-107.03,"""Carpenter"" Islets - Islet 90 Rock",,Haida Gwaii,East Coast Moresby Island,NAD83,52.226444,-131.181944,2005,24/Jun/05,24/Jun/05,BLOY,1,,0,2,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"""Carpenter"" Islets - Cluster of about 10 islets at head of Carpenter Bay. ""Islet 90 Rock"" - rock in centre of west end of Carpenter Bay",,No,None,williamsr,2008-05-29,
85,EM-107.04,"""Carpenter"" Islets - Mudflat Islet 14",,Haida Gwaii,East Coast Moresby Island,NAD83,52.226337,-131.184384,2005,24/Jun/05,24/Jun/05,BLOY,1,,0,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"""Carpenter"" Islets - Cluster of about 10 islets at head of Carpenter Bay.  ""Mudflat Islet 14"" - small islet in west end of Carpenter Bay",,No,None,williamsr,2008-05-29,
86,EM-110,Samuel Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.24222222,-131.1272222,1977,15/Apr/77,31/Jul/77,BLOY,1,,,,,Total count,0,"1,11",Royal British Columbia Provincial Museum,On the north shore of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
87,EM-110,Samuel Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.24222222,-131.1272222,1977, , ,GWGU,5,,,,,Total Count,0,"1,11",Royal British Columbia Provincial Museum,On the north shore of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
88,EM-110,Samuel Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.24222222,-131.1272222,1977, , ,PIGU,,13,,,,Partial Count,0,"1,11",Royal British Columbia Provincial Museum,On the north shore of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
89,EM-110,Samuel Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.24222222,-131.1272222,2005,24/Jun/05,24/Jun/05,BLOY,2,,3,2,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,On the north shore of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
90,EM-110,Samuel Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.24222222,-131.1272222,2005, , ,GWGU,2,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,On the north shore of Carpenter Bay,,Yes,Complete,williamsr,2008-05-29,
91,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1984, , ,ANMU,26000,,,,,Transects,38.3,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
92,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1984,6/Jun/84,6/Jun/84,BLOY,1,,2,0,,Total count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
93,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1984, , ,CAAU,22000,,,,,Transects,11.3,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
94,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1984, , ,FTSP,300,,,,,Transects,3.9,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
95,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1984, , ,LSPE,2000,,,,,Transects,3.9,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
96,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1986,18/Jun/86,18/Jun/86,BLOY,2,,3,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
97,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,1986, , ,GWGU,1,,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
98,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,2000,5/Jun/00,15/Jun/00,BLOY,2,,5,0,,Total count,0,63,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
99,EM-120.01,Rankine Islands - West,,Haida Gwaii,East Coast Moresby Island,NAD83,52.25833333,-131.0611111,2005,20/Jun/05,20/Jun/05,BLOY,3,,7,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""West Rankine Island"" - larger island to the west",,Yes,Complete,williamsr,2008-05-29,
100,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985, , ,ANMU,0,,,,,Transects,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
101,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985,8/Jun/85,8/Jun/85,BLOY,1,,2,0,,Total count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
102,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985, , ,CAAU,4000,,,,,Transects,2.1,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
103,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985, , ,FTSP,1700,,,,,Transects,2.3,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
104,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985, , ,LSPE,10300,,,,,Transects,2.3,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
105,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1985, , ,PIGU,,12,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
106,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1986,18/Jun/86,18/Jun/86,BLOY,3,,0,2,,Total count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
107,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,1986, , ,GWGU,42,,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
108,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,2005,20/Jun/05,20/Jun/05,BLOY,2,,2,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
109,EM-120.02,Rankine Islands - East,,Haida Gwaii,East Coast Moresby Island,NAD83,52.261186,-131.044953,2005, , ,GWGU,66,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"Rankine Islands - North of the mouth of Carpenter Bay. ""East Rankine Island"" - smaller island to east",,Yes,Complete,williamsr,2008-05-29,
110,EM-130,Marion Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29055556,-131.1091667,1986,19/Jun/86,19/Jun/86,BLOY,1,,1,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Goodwin Point at the east corner of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
111,EM-130,Marion Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29055556,-131.1091667,1986, , ,GWGU,1,,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Goodwin Point at the east corner of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
112,EM-130,Marion Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29055556,-131.1091667,2005,22/Jun/05,22/Jun/05,BLOY,2,,2,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Goodwin Point at the east corner of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
113,EM-130,Marion Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29055556,-131.1091667,2005, , ,GWGU,0,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,West of Goodwin Point at the east corner of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
114,EM-138,"""Collison Bay"" Islet",,Haida Gwaii,East Coast Moresby Island,NAD83,52.29111111,-131.1336111,2005,22/Jun/05,22/Jun/05,BLOY,1,,2,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"North of Gona Point, southwest of Nest Islets in Collison Bay",,No,None,williamsr,2008-05-29,"SiteName1 - Source Document 'Collison Bay Islet 220"""
115,EM-138,"""Collison Bay"" Islet",,Haida Gwaii,East Coast Moresby Island,NAD83,52.29111111,-131.1336111,2005, , ,GWGU,1,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"North of Gona Point, southwest of Nest Islets in Collison Bay",,No,None,williamsr,2008-05-29,"SiteName1 - Source Document 'Collison Bay Islet 220"""
116,EM-140,Nest Islets,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29388889,-131.1258333,1986,19/Jun/86,19/Jun/86,BLOY,4,,6,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,At the mouth of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
117,EM-140,Nest Islets,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29388889,-131.1258333,1986, , ,GWGU,0,,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,At the mouth of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
118,EM-140,Nest Islets,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29388889,-131.1258333,1986, , ,PIGU,,25,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,At the mouth of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
119,EM-140,Nest Islets,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29388889,-131.1258333,2005,22/Jun/05,22/Jun/05,BLOY,5,,7,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,At the mouth of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
120,EM-140,Nest Islets,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29388889,-131.1258333,2005, , ,GWGU,1,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,At the mouth of Collison Bay,,Yes,Complete,williamsr,2008-05-29,
121,EM-150,Inner Low Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.32222222,-131.1441667,1986,19/Jun/86,19/Jun/86,BLOY,1,,2,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,North of Ikeda Point,,Yes,Complete,williamsr,2008-05-29,
122,EM-150,Inner Low Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.32222222,-131.1441667,2005,22/Jun/05,22/Jun/05,BLOY,1,,0,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,North of Ikeda Point,,Yes,Complete,williamsr,2008-05-29,
123,EM-150,Inner Low Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.32222222,-131.1441667,2005, , ,GWGU,1,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,North of Ikeda Point,,Yes,Complete,williamsr,2008-05-29,
124,EM-160,Joyce Rocks,,Haida Gwaii,East Coast Moresby Island,NAD83,52.33611111,-131.1397222,1986,19/Jun/86,19/Jun/86,BLOY,1,,1,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the east end of Skincuttle Inlet, north of Ikeda Point",,Yes,Complete,williamsr,2008-05-29,
125,EM-160,Joyce Rocks,,Haida Gwaii,East Coast Moresby Island,NAD83,52.33611111,-131.1397222,1986, , ,GWGU,197,,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the east end of Skincuttle Inlet, north of Ikeda Point",,Yes,Complete,williamsr,2008-05-29,
126,EM-160,Joyce Rocks,,Haida Gwaii,East Coast Moresby Island,NAD83,52.33611111,-131.1397222,1986, , ,PIGU,,9,,,,Total Count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the east end of Skincuttle Inlet, north of Ikeda Point",,Yes,Complete,williamsr,2008-05-29,
127,EM-160,Joyce Rocks,,Haida Gwaii,East Coast Moresby Island,NAD83,52.33611111,-131.1397222,2005,22/Jun/05,22/Jun/05,BLOY,2,,4,0,,Total count,0,59,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the east end of Skincuttle Inlet, north of Ikeda Point",,Yes,Complete,williamsr,2008-05-29,
128,EM-160,Joyce Rocks,,Haida Gwaii,East Coast Moresby Island,NAD83,52.33611111,-131.1397222,2005, , ,GWGU,209,,,,,Total Count,0,36,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the east end of Skincuttle Inlet, north of Ikeda Point",,Yes,Complete,williamsr,2008-05-29,
129,EM-170,Sea Pigeon Island,,Haida Gwaii,East Coast Moresby Island,NAD83,52.28527778,-131.2861111,1985, , ,ANMU,0,,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the west side of Huston Inlet, west of Jedway Bay",,Yes,Complete,williamsr,2008-05-29,
130,EM-170,Sea Pigeon Island,,Haida Gwaii,East Coast Moresby Island,NAD83,52.28527778,-131.2861111,1985, , ,PIGU,,5,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"On the west side of Huston Inlet, west of Jedway Bay",,Yes,Complete,williamsr,2008-05-29,
131,EM-180,Boulder Island,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29166667,-131.2961111,1985, , ,ANMU,0,,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West side of Huston Inlet, west of Jedway Bay, northwest of Sea Pigeon Island",,Yes,Complete,williamsr,2008-05-29,
132,EM-180,Boulder Island,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29166667,-131.2961111,1985, , ,PIGU,,0,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"West side of Huston Inlet, west of Jedway Bay, northwest of Sea Pigeon Island",,Yes,Complete,williamsr,2008-05-29,
133,EM-190,Green Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29222222,-131.2861111,1985,17/May/85,17/May/85,BLOY,2,,2,0,,Total count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the entrance to Huston Inlet, west of Jedway Bay",,Yes,Complete,williamsr,2008-05-29,
134,EM-190,Green Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29222222,-131.2861111,1985, , ,GWGU,2,,,,,Total Count,0,1,Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the entrance to Huston Inlet, west of Jedway Bay",,Yes,Complete,williamsr,2008-05-29,
135,EM-190,Green Rock,,Haida Gwaii,East Coast Moresby Island,NAD83,52.29222222,-131.2861111,1986,19/Jun/86,19/Jun/86,BLOY,3,,7,0,,Total count,0,"1,3",Environment Canada - Canadian Wildlife Service Pacific and Yukon Region,"At the entrance to Huston Inlet, west of Jedway Bay",,Yes,Complete,williamsr,2008-05-29,
