location_name,location_index,location_midpoint_lng,location_midpoint_lat,location_comments,survey_start_year,survey_start_month,survey_start_day,survey_end_year,survey_end_month,survey_end_day,survey_time,survey_comments,personnel_list,sponsor_list,document_list,species_common_name,species_abundance,site_use,data_quality,breeding_individuals,total_individuals,count_conversions,best_current_value,status_record_comments,,,,,,,,,,,,,,
Aiktak Island,AK Map 24 Site 32,-164.83072,54.1865,,1980,6,25,1980,6,25,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,"Nysewander, D.R., D.J. Forsell, P.A. Baird, D.J. Shields, G.J. Weiler, and J.H. Kogan. 1982. Marine bird and mammal survey of the eastern Aleutian Islands, summers of 1980-81, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Unspecified,Breeding,Good,102428,,2x census data value,TRUE,"Estimate derived from sample plots, available habitat, & assumed 65% burrow occupancy.",,,,,,,,,,,,,,
Aiktak Island,AK Map 24 Site 32,-164.83072,54.1865,,1990,,,1990,,,,Survey includes three small islets adjacent to Aiktak Island.,Jeffrey Williams <Jeff_Williams@fws.gov>,USFWS,"Byrd, G. V.; Douglas, H.; Mayock, E., O'Daniel, D.; and Williams, J.. October 1990. The Status  of Tufted and Horned Puffins in the Western Aleutian Islands Following a Ban on Salmon Driftnets (Draft)",Tufted Puffin,Unspecified,Breeding,Good,100291,,"Estimated Total Breeding = number of burrows * mean occupancy rate * 2, where mean occupancy rate equaled 0.86",FALSE,,,,,,,,,,,,,,,
Aiktak Island,AK Map 24 Site 32,-164.83072,54.1865,,1990,7,4,1990,7,20,,,"Hugh Knechtel, Donna O'Daniel, Jim Schneeweis",USFWS,"O'Daniel, D; Knechtel, H; Schneeweis, J. 1990. Seabird Monitoring at Aiktak Island, Aleutian Islands, Alaska in 1990",Tufted Puffin,Abundant,Breeding,Excellent,106000,,Twice the estimated number of burrows.,TRUE,,,,,,,,,,,,,,,
Aiktak Island,AK Map 24 Site 32,-164.83072,54.1865,,1995,6,25,1995,8,5,,"Counted birds during circumnavigations on June 25, July 16, Aug 5, 1995.","Don Dragoo <Don_Dragoo@fws.gov>, April Nielsen, Marc Romano, Susan Woodward",,"Dragoo, D.E. and S. Woodward. 1996. Seabird monitoring at Aiktak Island, Alaska in 1995",Tufted Puffin,Unspecified,Breeding,Poor,,,Literal (equal to census data value),FALSE,Plots monitored.,,,,,,,,,,,,,,
Akun Head,AK Map 24 Site 24,-165.62829,54.29689,,1980,7,6,1980,7,6,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,306,,2x census data value,TRUE,Estimate based on 65% assumed burrow occupied.,,,,,,,,,,,,,,
Akutan Harbor Islets,AK Map 24 Site 37,-165.74059,54.1161,,1980,6,10,1980,6,10,,,"Douglas Forsell, Jeffery Kogan",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,40,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,"Notes confusing, maybe 200+ tufted puffins.",,,,,,,,,,,,,,
Akutan Point,AK Map 24 Site 38,-165.73112,54.14641,,1980,6,10,1980,6,10,,,"Douglas Forsell, Jeffery Kogan, David Nysewander, Donald Shields",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,2500,,2x census data value,TRUE,Estimate based on 65% assumed burrow occupied.,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1970,,,1970,,,,,Palmer Sekora,,"Sekora, P.. 1973. Aleutian Islands National Wildlife Refuge wilderness study report",Tufted Puffin,Unspecified,Unspecified,Fair,,800,Literal (equal to census data value),FALSE,Only west end surveyed.,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1975,7,,1975,7,,,,John Trapp,,"Trapp, J.L.. 1975. Birds and mammals of Agattu Island, Aleutian Islands, Alaska summer 1975",Tufted Puffin,Unspecified,Breeding,Unknown,,120,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1976,5,4,1976,7,14,,"Census period 4-26 May, 28 May-5 June, 10-14 July, 1976.",John Trapp,,"Trapp, J.L.. 1985. Bird and mammal observations at Alaid and Nizki Islands, Aleutian Islands, Alaska, spring and summer 1976",Tufted Puffin,Unspecified,Breeding,Poor,1200,,2x census data value,FALSE,"Estimate, not exact count.",,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1979,7,13,1979,7,13,,,"Jonathan Beall, Tom Early, Bill Henry, Andrew Taber",,"Early, T.J.. 1980. Results of bird and mammal surveys of the western Aleutians, summer 1979",Tufted Puffin,Unspecified,Breeding,Fair,1220,,2x census data value,FALSE,,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1983,5,,1983,5,,,,"Merlin Eltzroth, Jay Hamernick, C. Zeillemaker",,"Zeillemaker, C.F.. 1983. Bird and mammal abundance of Nizki Island with notes on observations at Alaid Island, Aleutian Islands, Alaska--spring 1983",Tufted Puffin,Unspecified,Breeding and Roosting,Unknown,,15,Literal (equal to census data value),FALSE,Offshore islets not surveyed.,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1984,5,27,1984,6,6,,"Censused May 27 to June 6, 1984","John Trapp, C. Zeillemaker",,"Zeillemaker, C.F., and J.L. Trapp. 1986. Bird and mammal surveys at Alaid and Nizki Islands, Aleutian Islands, Alaska, Spring 1984",Tufted Puffin,Present,Breeding,Fair,,582,Literal (equal to census data value),TRUE,Birds using burrows,,,,,,,,,,,,,,
Alaid Island,AK Map 13 Site 13,173.9039346,52.76023727,Encompasses the entire island.,1990,,,1990,,,,,Jeffrey Williams <Jeff_Williams@fws.gov>,USFWS,"Byrd, G. V.; Douglas, H.; Mayock, E., O'Daniel, D.; and Williams, J.. October 1990. The Status  of Tufted and Horned Puffins in the Western Aleutian Islands Following a Ban on Salmon Driftnets (Draft)",Tufted Puffin,Unspecified,Breeding,Good,2800,487,"Total Breeding = number of burrows * 2. Mean occupancy rate unknown, suggesting number of birds is fewer.  Total Population was a literal count.",TRUE,,,,,,,,,,,,,,,
Alexander Island,AK Map 43 Site 14,-152.6667,58.03359,,1976,6,29,1976,6,29,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,180,Literal (equal to census data value),TRUE,"Estimate, not actual count.",,,,,,,,,,,,,,
Alf Islands,AK Map 34 Site 11,-153.8286,57.40359,"Site separated, see 34-118 for best estimate of Twin Islands.",1975,6,23,1975,6,23,,,"Matthew Dick, Richard MacIntosh",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,156,,FALSE,,,,,,,,,,,,,,,
Alf Islands,AK Map 34 Site 11,-153.8286,57.40359,"Site separated, see 34-118 for best estimate of Twin Islands.",1976,8,12,1976,8,12,,,"David Frazer, Arthur Sowls",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,32,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Alf Islands,AK Map 34 Site 11,-153.8286,57.40359,"Site separated, see 34-118 for best estimate of Twin Islands.",1994,6,12,1994,6,12,,,"Gary Johnson, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Fair,,,,FALSE,"Not mentioned by observer, but 156 in 1975.",,,,,,,,,,,,,,
Alf Islands,AK Map 34 Site 11,-153.8286,57.40359,"Site separated, see 34-118 for best estimate of Twin Islands.",1997,8,15,1997,8,15,,,"Gary Johnson, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding and Roosting,Fair,,16,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Aliksemit Island,AK Map 31 Site 2,-156.67718,55.99636,,1981,,,1981,,,,,"Martha Hatch, Scott Hatch",,"Hatch, S.A. and M.A. Hatch. 1983. Populations and habitat use of marine birds in the Semidi Islands, Alaska",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,10000,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Alligator Island,AK Map 43 Site 96,-152.785,58.47499,,1976,7,16,1976,7,16,,,"Matthew Dick, Jay Nelson",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,1420,Literal (equal to census data value),TRUE,"Estimate, not actual count.",,,,,,,,,,,,,,
Althrope Rock,AK Map 10 Site 15,-136.42061,58.1383,,1981,6,10,1981,6,10,,,"David Nysewander, Arthur Sowls",,"Sowls, A.L., D.R. Nysewander, J.L. Trapp, and J.W. Nelson. 1982. Marine bird and mammal survey of the outer coast of southeast Alaska, summer 1981",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,10,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Althrope Rock,AK Map 10 Site 15,-136.42061,58.1383,,1982,8,3,1982,8,3,,,"William Lehnhausen, Jay Nelson",,"Nelson, J.W. and W.A. Lehnhausen. 1983. Marine bird and mammal survey of the outer coast of southeast Alaska, summer 1982",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,80,,FALSE,,,,,,,,,,,,,,,
Althrope Rock,AK Map 10 Site 15,-136.42061,58.1383,,1993,7,17,1993,7,17,,"Species counts by 2 or 3 individuals, final estimate was the mean of the most similiar counts","Edward Grossman, John Lindell, Deborah Rudis",,"Rudis, D.D.. 1993. Seabird colony surveys Cape Spencer to Sitka",Tufted Puffin,Present,Breeding,Fair,,20,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Althrope Rock,AK Map 10 Site 15,-136.42061,58.1383,,1994,6,16,1994,6,16,,,"Laurie Fairchild, Steve Kendall, Marc Romano",,"Seiser, P.E., and S.J. Kendall. 1994. Southeast Alaska marine bird and mammal survey, 1994 summer colony reports",Tufted Puffin,Unspecified,Breeding,Fair,,30,Literal (equal to census data value),TRUE,"Estimate, not exact count.",,,,,,,,,,,,,,
Amagat Island,AK Map 25 Site 14,-162.87999,54.89829,,1973,6,18,1973,6,18,,,"Edgar Bailey, George Divoky, Leroy Sowl",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,40000,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Amagat Island,AK Map 25 Site 14,-162.87999,54.89829,,1978,,,1978,,,,,"Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1980. Summer distribution and abundance of marine birds and mammals in the Sandman Reefs, Alaska",Tufted Puffin,Unspecified,Breeding,Fair,100000,,2x census data value,TRUE,,,,,,,,,,,,,,,
Amak Island,AK Map 29 Site 2,-163.1665,55.42707,,1973,7,,1973,7,,,,"G Byrd <vernon_byrd@fws.gov>, George Divoky",,"Byrd, G.V.. 1973. Expedition to Bogoslof and Amak Islands with notes on other eastern Aleutian Islands: June 24- July 8, 1973",Tufted Puffin,Unspecified,Unspecified,Fair,,3,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",TRUE,,,,,,,,,,,,,,,
Amak Island,AK Map 29 Site 2,-163.1665,55.42707,,,,,,,,,,Robert Jones,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Unknown,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Amakdedulia Cove,AK Map 51 Site 9,-154.14618,59.20143,,1978,,,1978,,,,,Paul Arneson,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Fair,,6,Literal (equal to census data value),FALSE,Counted 4 birds. Observer adjusted for better estimate.,,,,,,,,,,,,,,
Amakdedulia Cove,AK Map 51 Site 9,-154.14618,59.20143,,1992,7,15,1992,7,15,,,Larry Aumiller,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Fair,,,,TRUE,"Not mentioned by observer, but 6 in 1978.",,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1957,6,,1957,6,,,,Calvin Lensink,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1973,6,1,1973,6,1,,,Leroy Sowl,,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,4000,,FALSE,,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1976,7,30,1976,7,30,,,"Patrick Gould, Ted Shad",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding and Roosting,Poor,,138,"Observer's data were ""Greater than N"" or ""At least N"".  Catalog data are N.",FALSE,,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1981,7,1,1981,7,22,,"Portage Bay to Kamishak Bay census period July 1-22, 1981. Species #'s are of entire Amalik & Kinak Bays area, colonies not separated.","Edgar Bailey, Nina Faust",,"Bailey, E.P. and N.H. Faust. 1984. Distribution and abundance of marine birds breeding between Amber and Kamishak Bays, Alaska, with notes on interactions with bears",Tufted Puffin,Unspecified,Breeding,Fair,560,,2x census data value,FALSE,Minimal indice.,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1988,7,24,1988,7,24,,1988 field #7 (06).,"Barbara Blackie, James Litch",,"Litch, J.A., and B.A. Blackie. 1988. 1988 coastal seabird colony monitoring program, Katmai National Park and Preserve, Alaska, U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files",Tufted Puffin,Present,Breeding,Fair,58,,2x census data value,FALSE,Crevasses and burrows present.,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1989,6,26,1989,8,26,,"Census conducted from June 26 through August 26, 1989. Field # 06.","Heidi Herendeen, Christian Martin",,"Martin, C.J.. 1989. Inventory of coastal seabirds in Katmai National Park and Preserve during 1989",Tufted Puffin,Present,Breeding,Fair,128,,2x census data value,FALSE,Minimum estimate.,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1990,7,29,1990,7,29,,1990 field # 06.,Chris Dippel,,"Squibb, R.. 1990. Seabird colonies, Katmai Coast, Kaguyak Bay to Katmai Bay",Tufted Puffin,Present,Breeding,Poor,,12,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1994,6,21,1994,6,21,,"Estimated mean from 2 observers, counts within 5-10%.","Buddy Goatcher, Richard Potts",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Unspecified,Fair,,20,Literal (equal to census data value),FALSE,,,,,,,,,,,,,,,
Amalik Point Islands,AK Map 42 Site 4,-154.42528,58.0792,,1995,6,20,1995,6,20,,,"Alan Bennett, Buddy Goatcher, Bill Pierce, Bud Rice, Dennis Zwiefelhofer",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Present,Breeding and Roosting,Good,,5,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Amatignak Island,AK Map 16 Site 1,-179.1166676,51.2552565,,1977,8,1,1977,8,1,,,"Robert Day, Tom Early, Eric Knudtson",,"Day, R.H., T.J. Early, and E.P. Knudtson. 1978. A bird and mammal survey of the west-central Aleutians, summer, 1977",Tufted Puffin,Unspecified,Breeding,Fair,450,,2x census data value,TRUE,,,,,,,,,,,,,,,
Amatignak Island,AK Map 16 Site 1,-179.1166676,51.2552565,,1991,7,13,1991,7,13,,,Gregory Thomson <greg_thomson@fws.gov>,USFWS AMNWR,"Bailey, E. P.. September 1991. Eradication of Arctic Foxes from Amatignak and Ulak Islands, Aleutian Islands",Tufted Puffin,Unspecified,Unspecified,Fair,,479,"Author reported 55% of 1300 total seabirds were puffins, 2/3 being tufted, therefore:  0.55 * 1300 * 0.67 = 479",TRUE,The purpose of this expedition was to eradicate foxes.  The single count of birds was incidental to that work.,,,,,,,,,,,,,,
Amchitka Island,AK Map 15 Site 1,179.03027,51.51253,"See 015-013, 014, 015, 016, 017 for best data. Site split.",1967,8,,1967,8,,,,"William Emison, Clayton White, Francis Williamson",,"White, C.M., F.S.L. Williamson and W.B. Emison. 1977. Avifaunal investigations",Tufted Puffin,Unspecified,Breeding,Fair,2000,,2x census data value,FALSE,,,,,,,,,,,,,,,
Amchitka Island,AK Map 15 Site 1,179.03027,51.51253,"See 015-013, 014, 015, 016, 017 for best data. Site split.",1969,7,1,1970,5,31,,"Studies conducted July 1, 1969 to May 31, 1970.","William Emison, Clayton White, Francis Williamson",,"Williamson, F.S.L. and C.M. White. 1969. Amchitka Bioenvironmental Program. Studies of the avifauna on Amchitka Island, Alaska; annual progress report June 1968 - July 1969, Williamson, F.S.L., W.B. Emison, and C.M. White. 1971. Amchitka Bioenvironmental Program. Studies of the Avifauna on Amchitka Island, AK; ann prog rep, July 1969 - June 1970",Tufted Puffin,Unspecified,Breeding,Fair,1400,,2x census data value,TRUE,,,,,,,,,,,,,,,
Amee Island,AK Map 34 Site 54,-153.1878,57.20219,,1976,6,23,1976,6,23,,,"Gerald Sanger, Arthur Sowls",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Breeding,Fair,,2500,,FALSE,,,,,,,,,,,,,,,
Amee Island,AK Map 34 Site 54,-153.1878,57.20219,,1977,,,1977,,,,"Estimates derived from: counting gulls & terns, then compared the number with nest estimate extrapolated from transect counts; estimating puffin burrows then ground-truthed.","Patricia Baird, R. Moe",,"Baird, P.A. and R.A. Moe. 1978. Population ecology and trophic relationships of marine birds at Sitkalidak Strait, Kodiak Island-1977",Tufted Puffin,Unspecified,Breeding,Fair,900,,2x census data value,FALSE,,,,,,,,,,,,,,,
Amee Island,AK Map 34 Site 54,-153.1878,57.20219,,1994,6,4,1994,6,4,,,"David Duffy, Toby Sanborn, Judy Sherburne",,U.S. Fish & Wildlife Service. 2002. Beringian Seabird Colony Catalog -- Computer Database and Colony Status Record files,Tufted Puffin,Unspecified,Unspecified,Poor,,40,Literal (equal to census data value),FALSE,Present at burrows on 7/24/94.,,,,,,,,,,,,,,
Amee Island,AK Map 34 Site 54,-153.1878,57.20219,,2001,6,22,2001,6,22,,,"Rebecca Howard, Shawn Stephensen, Dennis Zwiefelhofer",,"Stephensen, S.W., D.C. Zwiefelhofer, R.J. Howard. 2002. Seabird colony survey of south and east Kodiak Island, Alaska, June 2001",Tufted Puffin,Present,Breeding,Fair,,16,Literal (equal to census data value),TRUE,,,,,,,,,,,,,,,
Amlia Island,AK Map 19 Site 1,-173.49998,52.0833,,1982,7,,1982,7,,,,"Edgar Bailey, John Trapp",,"Bailey, E.P. and J.L. Trapp. 1986. A reconnaissance of breeding marine birds and mammals in the east-central Aleutian Islands--Kasatochi to the Islands of Four Mountains--summer 1982, with notes on other species",Tufted Puffin,Unspecified,Breeding and Roosting,Fair,,7100,Literal (equal to census data value),TRUE,Estimate derived from burrow & bird counts.,,,,,,,,,,,,,,
