lngLocationID,strColonyCode,strColonyName,strColonyType,strCounty,strState,strCountry,strPFSubregion,strJurisdiction,strDescription,strLME,strUSFWSRefuge,dblLatitude,dblLongitude,dblDistanceToShore
2560,219-010,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Tallest (easternmost) rock in cluster of rocks between Bald Point and Ecola Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.92320382,-123.9804209,212.6306844
2561,219-009,Submarine Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Single rock just north of Bald Point.  Little vegetation.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.92632805,-123.9791795,83.58763685
2562,219-008,Indian Point,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"Mainland colony.  Cliffs and bluffs on north, west and south sides of Indian Point.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93044082,-123.9837868,0
2563,219-007.1,"""Unnamed Colony""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Small area of cliff face between Bird Point and Indian Point.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93585735,-123.9886894,0
2564,219-005,Tillamook Rock,Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Lighthouse offshore Tillamook Head.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93698988,-124.0187529,2027.023547
2565,219-007,"""Bald Mountain Headland""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Rock attached by knife ridge to headland at Bald Mountain.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93718433,-123.9920176,12.79789057
2566,219-006C,"""Bald Mountain Rocks Complex""",Colony Complex,Clatsop County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-006 and 219-007.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93722222,-123.9927778,41.37700313
2567,219-006,"""Bald Mountain Rock""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"Single rock just offshore Bald Mountain, south of Bird Point.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.93737108,-123.992731,43.679863
2568,219-003,"""Tillamook Head Rocks"" (Southwestern Rocks)",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Pair of rocks situated just southwest of 219-002 at the tip of Tillamook Head.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.94569263,-123.9966404,263.2620243
2569,219-001C,"""Tillamook Head Complex""",Colony Complex,Clatsop County,Oregon,United States,Northern Oregon,USFWS,COMPLEX includes 219-001 through 219-004.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.94583333,-123.9944444,93.47805041
2570,219-001,"""Tillamook Head Rocks"" (Eastern Rocks)",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Group of small pinnacles near mainland at tip of Tillamook Head.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.94600766,-123.9951564,143.4195715
2571,219-004,"""Tillamook Head Point""",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,Mainland colony.  Western tip of Tillamook Head as labeled on 7.5 minute quad.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.94616809,-123.9936057,0
2572,219-002,"""Tillamook Head Rocks"" (Northern Rock)",Colony,Clatsop County,Oregon,United States,Northern Oregon,USFWS,"Largest (northernmost) single rock at tip of Tillamook Head, just outside pinnacles.",California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,45.94631959,-123.995803,190.1369773
2573,219-000.1,"""Tillamook Head North Point""",Colony,Clatsop County,Oregon,United States,Northern Oregon,State,Mainland colony.  Slight promontory north of Tillamook Head point.,California Current,,45.95116273,-123.9855314,0
2583,195-007,Astoria-Megler Bridge,Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,,Steel structure over and adjacent to the shipping channel on Oregon side of the Columbia River.,California Current,,46.19613743,-123.8523629,0
2584,195-003,"""Desdemona Sands Pilings""",Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,,Pilings on Desdemona Sands 0.8 miles west of the Astoria-Megler Bridge.,California Current,,46.20983632,-123.87637,3883.424392
2589,195-005,Channel Markers RKM 22-51,Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,USFWS,"Navigation markers along southern boundary of Tongue Point Channel, approx. 7 miles upstream of Astoria-Megler Bridge and 1 mile south of Rice Island.",California Current,LEWIS AND CLARK NATIONAL WILDLIFE REFUGE,46.23416653,-123.714091,3100.972448
2590,195-006,"""Miller Sands Spit""",Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,,"Elevated sandy area and adjacent navigation markers south of Tongue Point Channel, approx. 1.5 miles SE of Rice Island.",California Current,,46.24839605,-123.6727381,3773.33555
2591,195-004,Rice Island,Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,,Dredge spoil island approximately 7.3 miles upstream of the Astoria-Megler Bridge.,California Current,,46.25081976,-123.7028413,4652.837647
2592,195-002,East Sand Island,Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,USCOE,"Long, thin natural/dredge spoil island in the Lower Columbia River estuary 6.5 miles northwest of the Astoria-Megler Bridge.",California Current,,46.2622033,-123.9813472,3349.702607
2593,195002,Sand Island,Colony,Pacific,Oregon,United States,British Columbia and Northern Washington,,,California Current,,46.26257,-123.97282,3731.778962
6495,219-083,Seaside Trees,DCCO Site,Clatsop,Oregon,,Northern Oregon,,,California Current,,45.98029665,-123.9276327,675.6217151
6496,243-021.9,Yaquina - Oneatta Point,DCCO Site,Lincoln,Oregon,,Central Oregon,,,California Current,,44.58179891,-124.0203883,3854.411273
6497,270-130.1,Coos Bay Navigation Marker 1,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.34821354,-124.3263064,1399.219528
6498,270-130.2,Coos Bay Navigation Marker 2,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.34960074,-124.3254853,1341.727134
6499,270-130.3,Coos Bay Navigation Marker 3,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.36904757,-124.3140105,1082.634188
6500,270-130.4,Coos Bay Navigation Marker 4,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.37081532,-124.3129748,1066.733525
6501,270-130.5,Coos Bay Navigation Marker 5,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.37504979,-124.2969821,1997.852862
6502,270-130.6,Coos Bay Navigation Marker 6,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.41375607,-124.2724376,2021.641571
6503,270-130.7,Coos Bay Navigation Marker 7,DCCO Site,Coos,Oregon,,Southern Oregon and Northern California,,,California Current,,43.41754687,-124.2700094,2030.78879
6504,118-001,Columbia River - W Boardman,DCCO Site,Morrow,Oregon,United States,,,,California Current,,45.8168,-119.965558,244503.6308
6505,219-082,Ladd Marsh WMA,DCCO Site,Union,Oregon,,,,,California Current,,45.29338675,-117.9257656,403184.4474
6506,120-001,Chewaucan Marshes,DCCO Site,Lake,Oregon,United States,,,,California Current,,42.57082848,-120.386125,234020.5221
6507,270-019.4,"""Unnamed Colony""",BLOY Nest Sites,Coos County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large rock west of Ship Rock 270-019.3).  Coos County.,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,43.107618,-124.43678,196
6508,243-001.2,"""SW Cove Place""",BLOY Nest Sites,Lincoln County,Oregon,United States,Central Oregon,,Mainland BLOY site. West of SW Cove Place,California Current,,44.7978239,-124.0737198,0
6509,270-096.1,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large Rock south of 270-096,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.1925419,-124.3745354,300
6510,270-128.3,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock NW of Zwagg Island,California Current,124.2973673°W 42.0486774°N,42.0486774,-124.2973673,117
6511,243-000.7,"""Unnamed BLOY Colony""",BLOY Nest Sites,Lincoln County,Oregon,United States,Central Oregon,USFWS,Rock directly west of Fishing Rock Drive,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.8428896,-124.054383,247
6512,243-000.8,"""Unnamed BLOY Colony""",BLOY Nest Sites,Lincoln County,Oregon,United States,Central Oregon,USFWS,Rock directly north of 243-000.7,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.84379,-124.0542,247
6513,270-058.3,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Rock between 270-056 and 270-058,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.5903197,-124.3999339,10
6514,270-091.2,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Large Rock between 270-094 and 270-091.1,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.203727,-124.376687,0
6515,270-130,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Offshore rock SW of Otter Trail curve,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.0446984,-124.2786087,36
6516,243-000.9,"""Boiler Bay - South""",BLOY Nest Sites,Lincoln County,Oregon,United States,Central Oregon,USFWS,Mainland Colony south of Boiler Bay,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,44.8289274,-124.0657779,0
6517,270-131,"""Unnamed Colony""",BLOY Nest Sites,Curry County,Oregon,United States,Southern Oregon and Northern California,USFWS,Offshore rock between the jetty and 270-030,California Current,OREGON ISLANDS NATIONAL WILDLIFE REFUGE,42.045359,-124.274807,36
6518,195-008,Lewis and Clark Bridge,Colony,Columbia County,Oregon,United States,British Columbia and Northern Washington,,Bridge over the Columbia River,California Current,,46.103825,-122.962639,0
6519,195-010,Channel Markers RKM 0 – 22,Colony,Multiple,Multiple,United States,British Columbia and Northern Washington,,3 channel markers west of Astoria Bridge,California Current,,46.2604697,-124.0115369,2500
6520,195-011,East Sand Island - Pile Dike,Colony,Clatsop County,Oregon,United States,British Columbia and Northern Washington,,Pile Dike (Collapsed in 2006),California Current,,46.260783,-123.994921,2800
