ID,USFWSGroupedColonyCode,USFWSColonyCode,CCN,ColonyName,SubColonyName,FullColonyName,County,ColonyType,LocationComments,Longitude,Latitude,Island,Jurisdiction,SubRegion
154,325-065,325-065-05,HU-404-04,Humboldt Bay Platforms,5,Humboldt Bay Platforms-5,Humboldt,Subcolony,,-124.23496400000,40.70843799970,,,Southern Oregon and Northern California
155,325-065,325-065-06,HU-404-04,Humboldt Bay Platforms,6,Humboldt Bay Platforms-6,Humboldt,Subcolony,,-124.22971700000,40.70881099990,,,Southern Oregon and Northern California
156,325-065,325-065-99,HU-404-04,Humboldt Bay Platforms,99,Humboldt Bay Platforms Centroid,Humboldt,"Colony, centroid of subcolonies",,-124.23443900000,40.72163400020,,,Southern Oregon and Northern California
157,325-066,325-066-00,HU-404-01,Arcata Bay Sand Islands,0,Arcata Bay Sand Islands,Humboldt,"Colony, no subcolonies",,-124.12119500000,40.84381699970,,,Southern Oregon and Northern California
158,325-067,325-067-00,HU-404-02,Old Arcata Wharf,0,Old Arcata Wharf,Humboldt,"Colony, no subcolonies",,-124.11169300000,40.84491999970,,,Southern Oregon and Northern California
159,325-068,325-068-01,,Central Humboldt Bay,1,Central Humboldt Bay-1,Humboldt,Subcolony,,-124.18498000000,40.81023600010,,,Southern Oregon and Northern California
160,325-068,325-068-02,,Central Humboldt Bay,2,Central Humboldt Bay-2,Humboldt,Subcolony,,-124.19314100000,40.79480999990,,,Southern Oregon and Northern California
161,325-068,325-068-03,,Central Humboldt Bay,3,Central Humboldt Bay-3,Humboldt,Subcolony,,-124.19560400000,40.78764300030,,,Southern Oregon and Northern California
162,325-068,325-068-04,,Central Humboldt Bay,4,Central Humboldt Bay-4,Humboldt,Subcolony,,-124.19027764700,40.78633321580,,,Southern Oregon and Northern California
163,325-068,325-068-05,,Central Humboldt Bay,5,Central Humboldt Bay-5,Humboldt,Subcolony,,-124.19217400000,40.78204700020,,,Southern Oregon and Northern California
164,325-068,325-068-99,,Central Humboldt Bay,99,Central Humboldt Bay Centroid,Humboldt,"Colony, centroid of subcolonies",,-124.18984792500,40.79714776880,,,Southern Oregon and Northern California
165,325-069,325-069-00,,Teal Island,0,Teal Island,Humboldt,"Colony, no subcolonies",,-124.22467800000,40.69396000020,,,Southern Oregon and Northern California
166,325-070,325-070-00,,Big Lagoon,0,Big Lagoon,Humboldt,"Colony, no subcolonies",,-124.11910000000,41.17200000030,,,Southern Oregon and Northern California
167,379-001,379-001-01,ME-394-07,Rockport Rocks,1,Rockport Rocks-1,Mendocino,Subcolony,,-123.83252100000,39.74167899970,,,Northern California
168,379-001,379-001-02,ME-394-07,Rockport Rocks,2,Rockport Rocks-2,Mendocino,Subcolony,,-123.83412600000,39.73825400020,,,Northern California
169,379-001,379-001-03,ME-394-07,Rockport Rocks,3,Rockport Rocks-3,Mendocino,Subcolony,,-123.83370400000,39.73642300030,,,Northern California
170,379-001,379-001-04,ME-394-07,Rockport Rocks,4,Rockport Rocks-4,Mendocino,Subcolony,,-123.83423900000,39.73589299970,,,Northern California
171,379-001,379-001-99,ME-394-07,Rockport Rocks,99,Rockport Rocks Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.83520899200,39.73723470100,,,Northern California
172,379-002,379-002-01,ME-394-08,Cape Vizcaino,1,Cape Vizcaino-1,Mendocino,Subcolony,,-123.83015800000,39.73182700010,,BLM,Northern California
173,379-002,379-002-02,ME-394-08,Cape Vizcaino,2,Cape Vizcaino-2,Mendocino,Subcolony,,-123.83030000000,39.73140899990,,,Northern California
174,379-002,379-002-03,ME-394-08,Cape Vizcaino,3,Cape Vizcaino-3,Mendocino,Subcolony,,-123.83064300000,39.73133100030,,,Northern California
175,379-002,379-002-04,ME-394-08,Cape Vizcaino,4,Cape Vizcaino-4,Mendocino,Subcolony,,-123.83183200000,39.73014699980,,BLM,Northern California
176,379-002,379-002-05,ME-394-08,Cape Vizcaino,5,Cape Vizcaino-5,Mendocino,Subcolony,,-123.83108800000,39.72956499990,,,Northern California
177,379-002,379-002-06,ME-394-08,Cape Vizcaino,6,Cape Vizcaino-6,Mendocino,Subcolony,,-123.83245600000,39.72692000000,,BLM,Northern California
178,379-002,379-002-07,ME-394-08,Cape Vizcaino,7,Cape Vizcaino-7,Mendocino,Subcolony,,-123.83072600000,39.72594699990,,,Northern California
179,379-002,379-002-08,ME-394-08,Cape Vizcaino,8,Cape Vizcaino-8,Mendocino,Subcolony,,-123.83054600000,39.72321800030,,,Northern California
180,379-002,379-002-09,ME-394-08,Cape Vizcaino,9,Cape Vizcaino-9,Mendocino,Subcolony,,-123.82997200000,39.72244499980,,BLM,Northern California
181,379-002,379-002-10,ME-394-08,Cape Vizcaino,10,Cape Vizcaino-10,Mendocino,Subcolony,,-123.83277800000,39.72819000010,,BLM,Northern California
182,379-002,379-002-11,ME-394-08,Cape Vizcaino,11,Cape Vizcaino-11,Mendocino,Subcolony,,-123.83279600000,39.72786799980,,BLM,Northern California
183,379-002,379-002-12,ME-394-08,Cape Vizcaino,12,Cape Vizcaino-12,Mendocino,Subcolony,,-123.83152500000,39.72532800020,,BLM,Northern California
184,379-002,379-002-99,ME-394-08,Cape Vizcaino,99,Cape Vizcaino Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.83490507000,39.72736240680,,BLM,Northern California
185,379-003,379-003-01,,Chris Rocks,1,Chris Rocks-1,Mendocino,Subcolony,,-123.81937846600,39.71473144120,,BLM,Northern California
186,379-003,379-003-02,,Chris Rocks,2,Chris Rocks-2,Mendocino,Subcolony,,-123.81776000000,39.71502900030,,,Northern California
187,379-003,379-003-03,,Chris Rocks,3,Chris Rocks-3,Mendocino,Subcolony,,-123.81786783800,39.71381721080,,,Northern California
188,379-003,379-003-99,,Chris Rocks,99,Chris Rocks Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.81882100000,39.71422200030,,,Northern California
189,379-004,379-004-00,ME-392-04,Kibesillah Rock,0,Kibesillah Rock,Mendocino,"Colony, no subcolonies",,-123.78104000000,39.58020099980,,BLM,Northern California
190,379-005,379-005-01,ME-392-05,Newport Rocks,1,Newport Rocks-1,Mendocino,Subcolony,,-123.78203200000,39.58265900000,,BLM,Northern California
191,379-005,379-005-02,ME-392-05,Newport Rocks,2,Newport Rocks-2,Mendocino,Subcolony,,-123.78147000000,39.58229500010,,BLM,Northern California
192,379-005,379-005-03,ME-392-05,Newport Rocks,3,Newport Rocks-3,Mendocino,Subcolony,,-123.77847200000,39.57764000020,,,Northern California
193,379-005,379-005-04,ME-392-05,Newport Rocks,4,Newport Rocks-4,Mendocino,Subcolony,,-123.77775600000,39.57276200000,,,Northern California
194,379-005,379-005-05,ME-392-05,Newport Rocks,5,Newport Rocks-5,Mendocino,Subcolony,,-123.77527200000,39.57309800030,,,Northern California
195,379-005,379-005-06,ME-392-05,Newport Rocks,6,Newport Rocks-6,Mendocino,Subcolony,,-123.77415300000,39.56951700020,,BLM,Northern California
196,379-005,379-005-07,ME-392-05,Newport Rocks,7,Newport Rocks-7,Mendocino,Subcolony,,-123.77247500000,39.56654100020,,BLM,Northern California
197,379-005,379-005-08,ME-392-05,Newport Rocks,8,Newport Rocks-8,Mendocino,Subcolony,,-123.76914000000,39.56213299970,,,Northern California
198,379-005,379-005-99,ME-392-05,Newport Rocks,99,Newport Rocks Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.77907900000,39.57278500000,,,Northern California
199,379-006,379-006-01,ME-390-01,Goat Island Area,1,Goat Island Area-1,Mendocino,Subcolony,,-123.81032700000,39.31210700020,,BLM,Northern California
200,379-006,379-006-02,ME-390-01,Goat Island Area,2,Goat Island Area-2,Mendocino,Subcolony,,-123.81239800000,39.31153599970,,BLM,Northern California
201,379-006,379-006-03,ME-390-01,Goat Island Area,3,Goat Island Area-3,Mendocino,Subcolony,,-123.81127900000,39.31087000010,,BLM,Northern California
202,379-006,379-006-04,ME-390-01,Goat Island Area,4,Goat Island Area-4,Mendocino,Subcolony,,-123.81058900000,39.31072700010,,BLM,Northern California
203,379-006,379-006-05,ME-390-01,Goat Island Area,5,Goat Island Area-5,Mendocino,Subcolony,,-123.81106500000,39.30986999970,,,Northern California
204,379-006,379-006-06,ME-390-01,Goat Island Area,6,Goat Island Area-6,Mendocino,Subcolony,,-123.81163600000,39.30925100020,,BLM,Northern California
205,379-006,379-006-07,ME-390-01,Goat Island Area,7,Goat Island Area-7,Mendocino,Subcolony,,-123.81118400000,39.30844099970,,BLM,Northern California
206,379-006,379-006-08,ME-390-01,Goat Island Area,8,Goat Island Area-8,Mendocino,Subcolony,,-123.81170800000,39.30653700000,,,Northern California
207,379-006,379-006-99,ME-390-01,Goat Island Area,99,Goat Island Area Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.81408800000,39.30922699980,,,Northern California
208,379-007,379-007-01,ME-390-08,Devils Basin,1,Devils Basin-1,Mendocino,Subcolony,,-123.75878600000,39.18715800010,,,Northern California
209,379-007,379-007-02,ME-390-08,Devils Basin,2,Devils Basin-2,Mendocino,Subcolony,,-123.75921200000,39.18378099980,,BLM,Northern California
210,379-007,379-007-03,ME-390-08,Devils Basin,3,Devils Basin-3,Mendocino,Subcolony,,-123.75504400000,39.17876099990,,BLM,Northern California
211,379-007,379-007-04,ME-390-08,Devils Basin,4,Devils Basin-4,Mendocino,Subcolony,,-123.75480000000,39.17599300020,,,Northern California
212,379-007,379-007-05,ME-390-08,Devils Basin,5,Devils Basin-5,Mendocino,Subcolony,,-123.75215300000,39.17404599970,,BLM,Northern California
213,379-007,379-007-06,ME-390-08,Devils Basin,6,Devils Basin-6,Mendocino,Subcolony,,-123.75029700000,39.17395400010,,,Northern California
214,379-007,379-007-07,ME-390-08,Devils Basin,7,Devils Basin-7,Mendocino,Subcolony,,-123.74978000000,39.17267600010,,BLM,Northern California
215,379-007,379-007-08,ME-390-08,Devils Basin,8,Devils Basin-8,Mendocino,Subcolony,,-123.74763300000,39.17030299990,,BLM,Northern California
216,379-007,379-007-09,ME-390-08,Devils Basin,9,Devils Basin-9,Mendocino,Subcolony,,-123.74829600000,39.17003800030,,BLM,Northern California
217,379-007,379-007-10,ME-390-08,Devils Basin,10,Devils Basin-10,Mendocino,Subcolony,,-123.74663900000,39.16986100020,,,Northern California
218,379-007,379-007-11,ME-390-08,Devils Basin,11,Devils Basin-11,Mendocino,Subcolony,,-123.74586500000,39.16738600010,,BLM,Northern California
219,379-007,379-007-12,ME-390-08,Devils Basin,12,Devils Basin-12,Mendocino,Subcolony,,-123.74420800000,39.16685600020,,BLM,Northern California
220,379-007,379-007-99,ME-390-08,Devils Basin,99,Devils Basin Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.75637900000,39.17531299970,,,Northern California
221,379-008,379-008-00,,Wharf Rock,0,Wharf Rock,Mendocino,"Colony, no subcolonies",,-123.72360800000,39.13064100020,,,Northern California
222,379-009,379-009-00,ME-390-11,Casket Rock,0,Casket Rock,Mendocino,"Colony, no subcolonies",,-123.72699600000,39.13061200020,,BLM,Northern California
223,379-010,379-010-00,ME-390-13,White Rock (ME),0,White Rock (ME),Mendocino,"Colony, no subcolonies",,-123.71956700000,39.09505399980,,BLM,Northern California
224,379-011,379-011-01,,Point No Pass,1,Point No Pass-1,Mendocino,Subcolony,,-124.01883900000,39.99623299980,,,Northern California
225,379-011,379-011-02,,Point No Pass,2,Point No Pass-2,Mendocino,Subcolony,,-123.99331500000,39.97092400010,,,Northern California
226,379-011,379-011-03,,Point No Pass,3,Point No Pass-3,Mendocino,Subcolony,,-123.96870100000,39.94449900010,,BLM,Northern California
227,379-011,379-011-99,,Point No Pass,99,Point No Pass Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.99923000000,39.97588399990,,,Northern California
228,379-012,379-012-01,ME-394-02,High Tip,1,High Tip-1,Mendocino,Subcolony,,-123.95637400000,39.92465499970,,,Northern California
229,379-012,379-012-02,ME-394-02,High Tip,2,High Tip-2,Mendocino,Subcolony,,-123.95653100000,39.92416999970,,BLM,Northern California
230,379-012,379-012-03,ME-394-02,High Tip,3,High Tip-3,Mendocino,Subcolony,,-123.95542400000,39.92312799980,,,Northern California
231,379-012,379-012-04,ME-394-02,High Tip,4,High Tip-4,Mendocino,Subcolony,,-123.95380000000,39.92215399970,,,Northern California
232,379-012,379-012-05,ME-394-02,High Tip,5,High Tip-5,Mendocino,Subcolony,,-123.94767600000,39.91728699990,,,Northern California
233,379-012,379-012-06,ME-394-02,High Tip,6,High Tip-6,Mendocino,Subcolony,,-123.94555800000,39.91774500000,,,Northern California
234,379-012,379-012-07,ME-394-02,High Tip,7,High Tip-7,Mendocino,Subcolony,,-123.94112100000,39.91203299970,,BLM,Northern California
235,379-012,379-012-99,ME-394-02,High Tip,99,High Tip Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.95130200000,39.91867299980,,,Northern California
236,379-013,379-013-01,ME-394-03,Anderson Cliffs,1,Anderson Cliffs-1,Mendocino,Subcolony,,-123.91698600000,39.88271500010,,,Northern California
237,379-013,379-013-02,ME-394-03,Anderson Cliffs,2,Anderson Cliffs-2,Mendocino,Subcolony,,-123.91586200000,39.87984899970,,,Northern California
238,379-013,379-013-03,ME-394-03,Anderson Cliffs,3,Anderson Cliffs-3,Mendocino,Subcolony,,-123.91503500000,39.87371499970,,BLM,Northern California
239,379-013,379-013-04,ME-394-03,Anderson Cliffs,4,Anderson Cliffs-4,Mendocino,Subcolony,,-123.91186100000,39.86966300020,,,Northern California
240,379-013,379-013-05,ME-394-03,Anderson Cliffs,5,Anderson Cliffs-5,Mendocino,Subcolony,,-123.91005400000,39.86379800030,,BLM,Northern California
241,379-013,379-013-06,ME-394-03,Anderson Cliffs,6,Anderson Cliffs-6,Mendocino,Subcolony,,-123.90719200000,39.86021399970,,,Northern California
242,379-013,379-013-99,ME-394-03,Anderson Cliffs,99,Anderson Cliffs Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.91642500000,39.87288200030,,,Northern California
243,379-014,379-014-01,ME-394-04,Mistake Point to Big White Rock,1,Mistake Point to Big White Rock-1,Mendocino,Subcolony,,-123.90408900000,39.85927599970,,,Northern California
244,379-014,379-014-02,ME-394-04,Mistake Point to Big White Rock,2,Mistake Point to Big White Rock-2,Mendocino,Subcolony,,-123.89974300000,39.85603799990,,,Northern California
245,379-014,379-014-03,ME-394-04,Mistake Point to Big White Rock,3,Mistake Point to Big White Rock-3,Mendocino,Subcolony,,-123.88715300000,39.84879800000,,,Northern California
246,379-014,379-014-04,ME-394-04,Mistake Point to Big White Rock,4,Mistake Point to Big White Rock-4,Mendocino,Subcolony,,-123.88592500000,39.84728499990,,BLM,Northern California
247,379-014,379-014-05,ME-394-04,Mistake Point to Big White Rock,5,Mistake Point to Big White Rock-5,Mendocino,Subcolony,,-123.88577200000,39.84687699980,,BLM,Northern California
248,379-014,379-014-06,ME-394-04,Mistake Point to Big White Rock,6,Mistake Point to Big White Rock-6,Mendocino,Subcolony,,-123.88493800000,39.84620200020,,BLM,Northern California
249,379-014,379-014-07,ME-394-04,Mistake Point to Big White Rock,7,Mistake Point to Big White Rock-7,Mendocino,Subcolony,,-123.90349400000,39.85990800020,,BLM,Northern California
250,379-014,379-014-99,ME-394-04,Mistake Point to Big White Rock,99,Mistake Point to Big White Rock Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.89574500000,39.85225299980,,,Northern California
251,379-015,379-015-01,,Usal Bay,1,Usal Bay-1,Mendocino,Subcolony,,-123.84820900000,39.82078999980,,,Northern California
252,379-015,379-015-02,,Usal Bay,2,Usal Bay-2,Mendocino,Subcolony,,-123.84627600000,39.80730700010,,,Northern California
253,379-015,379-015-03,,Usal Bay,3,Usal Bay-3,Mendocino,Subcolony,,-123.84339700000,39.80233100010,,,Northern California
254,379-015,379-015-99,,Usal Bay,99,Usal Bay Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.84805300000,39.81154399990,,,Northern California
255,379-016,379-016-01,ME-394-06,Soldier Frank Point,1,Soldier Frank Point-1,Mendocino,Subcolony,,-123.83977300000,39.76435100020,,,Northern California
256,379-016,379-016-02,ME-394-06,Soldier Frank Point,2,Soldier Frank Point-2,Mendocino,Subcolony,,-123.83891700000,39.76296899990,,,Northern California
257,379-016,379-016-03,ME-394-06,Soldier Frank Point,3,Soldier Frank Point-3,Mendocino,Subcolony,,-123.84052500000,39.76042799980,,,Northern California
258,379-016,379-016-04,ME-394-06,Soldier Frank Point,4,Soldier Frank Point-4,Mendocino,Subcolony,,-123.83921700000,39.75473199990,,,Northern California
259,379-016,379-016-99,ME-394-06,Soldier Frank Point,99,Soldier Frank Point Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.84072500000,39.75715699980,,,Northern California
260,379-017,379-017-01,,Hardy Rock and Union Landing,1,Hardy Rock and Union Landing-1,Mendocino,Subcolony,,-123.80248800000,39.69869900020,,,Northern California
261,379-017,379-017-02,,Hardy Rock and Union Landing,2,Hardy Rock and Union Landing-2,Mendocino,Subcolony,,-123.79706611200,39.69141404780,,,Northern California
262,379-017,379-017-03,,Hardy Rock and Union Landing,3,Hardy Rock and Union Landing-3,Mendocino,Subcolony,,-123.79674700000,39.69085100000,,BLM,Northern California
263,379-017,379-017-04,,Hardy Rock and Union Landing,4,Hardy Rock and Union Landing-4,Mendocino,Subcolony,,-123.79488800000,39.68812199990,,BLM,Northern California
1973,379-017,379-017-05,,Hardy Rock and Union Landing,5,Hardy Rock and Union Landing-5,Mendocino,Subcolony,,-123.79451801000,39.68728465290,,BLM,Northern California
264,379-017,379-017-99,,Hardy Rock and Union Landing,99,Hardy Rock and Union Landing Centroid,Mendocino,"Colony, centroid of subcolonies",,-123.80095000000,39.69282900000,,,Northern California
265,379-018,379-018-01,,Westport,1,Westport-1,Mendocino,Subcolony,,-123.78668800000,39.64257500010,,BLM,Northern California
266,379-018,379-018-02,,Westport,2,Westport-2,Mendocino,Subcolony,,-123.78712700000,39.64251699990,,BLM,Northern California
267,379-018,379-018-03,,Westport,3,Westport-3,Mendocino,Subcolony,,-123.78754300000,39.64243499970,,BLM,Northern California
268,379-018,379-018-04,,Westport,4,Westport-4,Mendocino,Subcolony,,-123.78676500000,39.64225499990,,BLM,Northern California
269,379-018,379-018-05,,Westport,5,Westport-5,Mendocino,Subcolony,,-123.78565700000,39.63406800000,,,Northern California
270,379-018,379-018-06,,Westport,6,Westport-6,Mendocino,Subcolony,,-123.78619000000,39.63101799970,,,Northern California
271,379-018,379-018-07,,Westport,7,Westport-7,Mendocino,Subcolony,,-123.78653400000,39.62652599970,,,Northern California
